name,minutes,points,reb,asts,stl,blk
Wayne,7240,2848,1876,337,0,0
Wayne,8234,3720,2090,622,0,0
Maybyner,10576,4266,2453,601,459,328
Armond,11785,3214,917,2194,548,61
Cleo,1050,320,178,114,0,0
Gary,1118,370,130,110,0,0
George,1273,438,158,136,45,21
Grant,28121,14579,5166,3726,1072,469
Art,0,418,0,44,0,0
Darnell,11015,4195,3306,551,223,505
Darnell,6594,2471,1881,406,229,277
Simmie,5839,2449,1330,334,13,16
Steven,2,2,3,0,0,0
Tyrone,22389,7532,6854,647,614,379
Fred,2080,1131,254,190,0,0
Kirk,15026,6098,1492,2675,570,123
Roy,15543,7206,3452,495,306,882
Mel,0,19,0,10,0,0
Lew,8364,2075,2183,499,0,0
Robert,136,51,16,8,3,2
Craig,15077,5940,937,1769,553,26
Donald,3501,1182,809,191,84,95
Julius,96,28,15,18,6,0
Adolph,0,361,0,36,0,0
Paul,5130,3234,1129,911,0,0
Bob,22,16,3,1,0,0
Bob,119,21,23,1,0,0
Paul,1487,409,461,48,0,0
Fred,9976,2944,1438,846,428,59
Doug,0,15,0,5,0,0
Randy,10,2,1,0,0,0
Brad,686,293,59,63,47,3
Joe,737,1084,510,327,0,0
Wilbur,8171,3760,842,922,475,44
Essie,154,69,45,6,11,1
Lionel,18453,7809,1601,3006,1053,192
Ryan,1160,352,234,22,21,69
Denny,554,176,78,73,0,0
Jim,3476,859,659,249,0,0
Alvin,14,4,4,0,0,0
Michael,5836,2016,459,977,208,30
Dick,0,504,0,37,0,0
Joe,3526,1347,852,193,0,0
Red,2106,2166,344,721,0,0
Jerald,633,275,104,35,25,8
Derek,4,0,1,0,0,0
Bob,955,271,109,142,0,0
Carroll,720,316,216,29,0,0
Tom,1270,350,425,56,0,0
Tom,3007,961,963,181,0,0
Bob,5122,2237,1526,189,0,0
Dave,2401,837,647,100,43,29
Dennis,7509,3633,939,539,319,159
Johnny,93,34,10,2,0,0
Cedrick,2971,1099,853,169,59,38
Al,4782,1594,1409,287,113,171
Tito,376,93,84,5,7,26
Jeff,33964,15659,3646,5281,1536,226
Ron,6,2,1,0,0,0
Ron,314,77,77,11,0,0
Robert,27066,7715,5269,2343,1158,1034
Ed,374,202,108,19,9,5
Wilmer,1395,573,355,94,0,0
Bob,6725,2611,1552,500,0,0
Eddie,10207,4521,1022,965,397,48
Allan,28308,14551,2434,1990,566,139
Byron,2674,835,648,114,103,86
Tom,4,0,0,1,0,0
Brian,1613,570,263,81,66,42
Dwight,14627,7035,5107,580,363,814
Greg,852,312,227,53,0,0
Josh,12776,6206,2484,690,448,246
Juwan,34249,15542,6927,2563,778,298
Mo,345,152,39,42,17,8
Otis,113,59,41,5,2,2
Stephen,784,336,173,25,38,28
Bailey,30627,17770,9383,1853,0,0
Bob,0,224,0,29,0,0
Phil,15863,7228,3538,857,574,89
Lou,29794,17940,3926,2432,516,98
Troy,11280,4637,877,1749,274,30
Nate,76,23,23,5,1,3
Alfredrick,866,356,113,61,26,5
Eddie,1158,296,93,159,65,3
Kim,2162,692,775,55,98,120
Kim,5719,932,1592,319,321,382
Larry,21144,9819,2892,2145,1038,240
Rick,224,82,49,9,3,1
John,7420,2248,1733,543,42,38
Jay,23062,8772,2003,4339,1153,89
Kris,3357,1204,870,129,94,90
Ryan,772,197,189,18,20,19
Rod,9553,3625,1420,1455,0,0
Brandon,630,220,187,22,17,8
Cedric,1,0,0,0,0,0
Les,11773,5693,3174,741,0,0
Les,114,42,50,11,0,0
Lindsey,23132,7943,2007,2497,1120,165
Othello,91,22,24,1,2,5
Steven,5832,1764,1222,79,48,412
Bobby,4170,1032,283,880,120,7
Roy,0,239,0,34,0,0
Geoff,12252,4380,684,2509,331,32
Paul,0,164,0,27,0,0
Mel,16574,4851,4186,1298,0,0
Joe,723,302,187,115,0,0
Greg,1359,417,332,48,0,0
Marc,8371,2328,1725,514,185,200
Andre,15347,6305,2296,1757,727,187
Zydrunas,20484,10142,5559,881,384,1219
Mile,5,0,1,0,0,0
Ersan,976,402,189,49,27,17
Darrall,17874,5759,6099,1405,0,0
Tom,358,113,53,38,14,1
Tom,398,129,44,37,19,4
Joel,267,67,116,20,0,0
Erv,2477,964,385,156,0,0
Byron,849,451,123,73,44,3
George,6451,3093,959,428,60,28
Dan,22342,14659,5707,1804,698,396
Dan,19442,12823,5426,1103,245,136
Mike,3049,1096,238,522,82,7
Allen,36720,23983,3315,5512,1964,162
Willie,531,136,46,80,0,0
Royal,4623,1266,425,425,168,32
Elvin,188,88,66,9,0,0
Warren,15264,7666,2985,2389,209,29
Jarrett,9195,3360,878,1285,276,29
Al,17,0,0,1,0,0
Bobby,16788,7344,2347,1945,704,68
Darnell,425,98,87,8,10,4
Greg,802,182,69,96,23,9
Jaren,7210,2370,785,500,258,53
Jermaine,1346,262,145,184,42,9
Jim,29068,12690,4152,2851,726,188
Lucious,13783,5170,4613,818,0,0
Luke,727,252,89,58,24,3
Mark,39124,12489,4963,10323,1608,117
Marc,7566,3238,1655,311,147,102
Merv,6890,3032,860,813,0,0
Mike,5918,2683,1506,254,117,63
Michael,888,188,70,198,28,5
Myron,22,11,3,6,1,0
Phil,14201,5428,3454,898,281,199
Ralph,12,2,1,4,2,0
Randall,272,114,54,8,3,11
Stanley,92,38,27,16,5,0
Stephen,19471,9252,2295,1889,800,218
Tony,4091,2190,741,279,0,0
Tony,14,2,2,2,2,0
Tracy,1797,694,243,132,78,14
Wardell,939,243,133,30,26,5
Casey,5323,1488,516,304,121,24
Sam,752,283,80,36,33,3
Winfred,0,50,0,5,0,0
Dave,594,306,77,61,23,1
Aaron,7671,3829,1470,370,158,69
Billy,10,2,0,1,0,0
Gene,0,296,141,95,0,0
Henry,2703,1292,318,87,48,18
Jerome,4763,1540,1099,117,95,382
LeBron,19151,12993,3307,3159,830,405
Mike,13260,5506,1232,1885,423,33
Tim,261,68,46,11,2,9
Antawn,29356,15883,6402,1396,837,302
Harold,249,72,60,10,7,2
John,0,734,0,51,0,0
Howie,0,31,0,4,0,0
Marko,11258,3193,1201,1600,583,128
Tony,0,1306,131,218,0,0
Jim,1729,728,235,152,0,0
Sarunas,2529,933,222,399,66,5
Nathan,19,2,2,0,0,0
Buddy,0,997,0,287,0,0
Abdul,2394,1290,500,160,84,71
Al,9180,4928,2830,338,213,409
Chris,861,281,88,29,23,23
Dontell,83,29,12,9,4,1
Richard,20444,10114,3006,1685,504,197
Jared,10088,2343,1946,620,306,204
Horace,104,42,9,9,5,1
Keith,2955,1090,248,614,164,3
Chris,88,37,16,8,0,0
Les,192,53,67,2,2,8
Hal,19,2,1,0,0,0
Yi,2001,671,422,70,45,68
Alexander,1306,444,276,33,38,45
Amir,1843,505,505,57,49,156
Andy,6772,2847,1190,675,0,0
Anthony,15145,4304,1309,2211,540,91
Arnie,4142,2888,1272,731,0,0
Avery,26616,8817,1751,5846,1008,154
Britton,377,54,55,16,8,1
Buck,11849,4617,1760,856,404,252
Charlie,9972,4241,1318,973,534,40
Clemon,13310,4102,3508,744,349,715
Clay,688,224,93,45,33,9
David,2295,1705,498,569,0,0
Darryl,28,12,2,1,0,0
Dave,475,204,64,17,12,1
Dennis,35954,15535,4249,5499,1477,675
Demarco,37,6,7,0,1,0
Dermarr,5929,2121,769,304,198,149
Ed,4899,2039,1688,180,0,0
Eddie,19975,10163,1522,3436,761,89
Eddie A.,32604,19202,4832,2550,739,180
Ervin,16987,3473,5147,387,471,1084
Eric,272,54,28,64,17,2
Frank,12897,4937,1025,2476,570,36
George T.,18102,4369,5887,929,456,2082
George E.,744,190,220,22,8,8
George E.,1477,317,464,59,0,0
George L.,9878,4214,2610,817,432,284
Gus,19723,9781,7243,1510,0,0
Gus,1170,462,381,93,0,55
Harold,0,15,0,11,0,0
Jim,191,31,46,11,3,7
John,25681,11200,4778,3285,487,235
Joe,24824,11279,2870,2935,683,187
Kannard,12,2,0,0,1,0
Kevin,25061,13127,2404,6711,1082,175
Ken,815,263,243,19,13,22
Ken,156,32,32,0,1,12
Larry,25677,11450,5300,2298,515,258
Larry,38,6,5,7,5,2
Lee,90,17,22,1,0,5
Linton,2115,582,493,65,84,63
Lynbert,53,27,14,2,1,0
Magic,33245,17707,6559,10141,1724,374
Marques,23694,13892,4817,2502,888,525
Mickey,25005,12748,6465,2677,1025,632
Nate,87,46,23,1,3,8
Neil,4154,1835,1318,415,0,0
Neil,2263,798,685,217,0,0
Neil,18298,10023,5856,1269,0,0
Ollie,14554,5341,2280,1212,455,224
Reggie,5979,2564,1238,262,128,169
Rich,555,228,157,19,0,3
Rich,1061,449,260,39,0,0
Ron,92,37,29,2,0,0
Steve,13618,7345,3450,777,290,530
Steffond,234,74,43,5,9,2
Stew,19201,10538,4263,984,176,40
Trey,14,4,1,0,0,0
Vinnie,24308,11825,3109,3212,852,253
Howie,1739,388,586,112,0,0
Alvin,127,26,36,3,3,9
Anthony,1704,594,214,119,85,38
Askia,139,45,11,16,6,0
Bill,307,129,47,20,17,6
Bobby,5551,2480,1483,634,337,337
Bobby,20177,8911,4256,1888,1050,982
Bobby,864,288,149,44,26,4
Caldwell,8607,3652,3022,453,205,780
Caldwell,26474,6589,7663,1347,480,1517
Charles,14095,1826,3253,623,442,1134
Charles R.,1138,296,104,135,48,10
Charles A.,3009,1015,758,206,98,108
Collis,6231,2426,1409,338,126,46
Damon,13424,4301,1080,1796,257,22
Dahntay,5073,1643,552,230,152,79
Dontae,91,44,9,5,2,3
Dwight,16452,6230,4513,911,429,397
Dwayne,662,125,181,21,11,27
Earl,50,13,10,4,0,1
Eddie,32780,14153,3857,2812,1620,580
Edgar,6960,3257,1745,331,220,455
Fred,10306,3206,958,990,336,115
Jake,202,76,26,12,0,0
James,6414,2194,828,213,134,148
Jimmy,2590,901,272,283,111,15
Jimmy,20873,10465,2658,2786,154,32
Johnny,475,214,114,26,0,0
Johnny,449,203,117,34,0,0
Jumaine,9782,3325,1987,408,307,144
K.c.,17501,5011,2399,2908,0,0
Larry,2235,854,241,270,85,18
Larry,16721,9651,2484,1760,0,0
Major,5063,1643,1323,215,133,169
Mark,16,7,2,5,0,0
Mark,116,23,13,6,5,2
Nick,2264,1003,216,247,0,0
Nick,97,28,9,7,0,0
Ozell,906,245,240,56,32,58
Popeye,12579,3726,3981,696,300,161
Rich,877,360,194,46,38,11
Rich,16114,7562,3565,1348,239,66
Robin,1131,370,310,82,38,39
Sam,24285,15411,4305,2209,0,0
Shelton,682,244,113,42,21,15
Solomon,1494,412,320,26,21,81
Steve,20209,10258,2392,1452,79,22
Steve,819,414,75,63,17,6
Wali,14420,6140,1394,1947,6,0
Wali,1339,532,77,152,42,3
Wallace,1320,1428,408,429,0,0
Wil,4420,1578,938,305,172,123
Wil,17511,6906,4622,1141,297,206
Willie,4568,2016,767,545,0,0
Willie,103,41,17,4,4,0
Adonis,97,21,6,22,3,1
Charles,855,369,216,53,33,13
DeAndre,772,228,237,11,11,59
Eddie,8507,3414,788,1595,766,96
Michael,41012,32292,6672,5633,2514,893
Reggie,1662,500,343,190,92,31
Thomas,106,44,19,3,3,5
Walter,207,68,42,11,11,5
Phil,10792,4835,3028,769,0,0
Johnny,0,115,0,33,0,0
Noble,2673,2363,862,324,0,0
Roger,0,41,0,1,0,0
Garth,16,2,2,1,0,1
Yvon,5,2,0,0,0,0
Kevin,4731,1906,304,580,170,34
Harry,5,0,1,0,0,0
Jeff,3421,1482,427,282,147,26
Edwin,0,112,0,37,0,0
George,1335,1594,424,399,0,0
Ed,4358,1474,1182,310,0,0
Chris,11173,3992,3169,468,185,565
Ralph,0,592,0,57,0,0
Jason,7723,3004,752,363,154,18
Tony,0,384,0,28,0,0
Coby,69,30,14,9,4,2
George,281,85,22,51,11,0
George,4168,1618,347,744,221,20
Ed,0,12,0,6,0,0
Mario,569,198,188,11,10,16
Leo,0,457,0,136,0,0
Bob,13568,6049,3682,1429,56,22
Wilbert,0,253,0,37,0,0
Clarence,447,198,128,19,10,4
Michael,25,1,3,5,0,0
Tommy,7,2,0,0,0,0
Adam,10334,3107,2556,427,307,173
Harold,75,44,6,10,7,0
Billy,13609,6588,1349,1980,155,11
Gary,1714,735,550,47,0,0
Ken,0,22,0,1,0,0
Rich,17711,6199,5678,2092,694,749
Clark,8514,4918,2482,764,381,105
Arvesta,3895,1506,497,331,0,0
Gerard,0,262,0,21,0,0
Tom,0,191,0,38,0,0
Greg,6030,2961,1402,411,239,150
Ben,298,85,31,18,12,1
Shawn,29291,15347,8834,1704,1185,1279
Tim,3758,1259,795,307,121,44
Frank,121,80,36,6,11,3
Eugene,277,65,51,6,7,5
Goo,6505,2674,1815,293,133,27
Joe,1382,508,341,73,0,0
Joe,1323,454,261,67,0,0
William,52,12,8,9,0,0
Larry,8993,4419,2759,385,277,92
Larry,15517,8535,3942,1287,675,155
Bill,6778,2434,1206,715,0,0
Jonathan,5,0,0,0,0,0
Jack,3572,2057,1286,667,0,0
Johnny,27784,12480,10092,2004,0,0
Steve,16206,5437,1060,1658,476,46
Jerome,28115,11825,6339,2134,1439,799
Tom,68,14,20,1,0,0
Alec,2937,1084,751,81,39,71
Lari,139,34,34,2,4,4
Julius,13676,3161,4602,657,44,154
Randolph,3318,1262,551,192,135,45
Viktor,2352,643,492,142,86,48
Jason,41171,15318,7409,10199,2198,351
Warren,884,247,233,19,19,23
Irv,212,82,40,19,10,2
Jack,504,124,51,65,0,0
Ernie,12,1,2,0,0,0
Carl,6,3,4,0,0,0
Toby,10439,3470,3870,571,51,23
Bo,1336,574,162,98,41,14
Stan,65,21,7,6,5,0
Chad,353,118,33,45,11,6
Albert,12836,6470,2262,1171,452,196
Bernard,29417,19655,5060,2863,866,230
Chris,2058,693,311,116,74,34
Dan,103,19,25,3,0,0
Frankie,79,27,16,7,6,0
George,13408,4219,1606,1958,0,0
Gerard,1829,566,393,84,50,27
Jim,11187,4377,1500,1412,0,0
Jimmy,890,285,112,90,24,13
Loyd,1255,506,125,117,0,0
Maury,973,226,106,144,0,0
Reggie,11345,3898,2707,691,365,147
Rich,309,135,74,21,5,7
Ron,126,64,19,14,5,2
Stacey,7406,2819,1460,387,173,210
Tom,0,295,0,32,0,0
Bob,0,1125,0,177,0,0
Tarence,1338,511,147,53,68,2
Andrei,17308,6973,3246,1569,796,1237
Wilbur,27,6,11,1,0,0
Walt,396,907,44,249,0,0
Doug,13,8,1,0,0,0
Curtis,31,9,9,1,2,3
Greg,10080,1717,2607,345,171,414
Kerry,16927,7165,1983,1295,811,221
Joe,14712,4666,3991,622,261,285
Linas,5717,2502,1039,219,111,60
Leo,0,802,0,177,0,0
Herm,0,15,0,7,0,0
Duane,0,924,183,173,0,0
Lonnie,8,0,5,0,0,0
Billy,5334,3340,1340,427,207,52
Billy,18412,10561,3037,1435,627,91
Bob,29,7,1,8,0,0
Brevin,18170,5340,1787,4481,1229,87
Brandin,3,0,0,1,0,0
Negele,4513,1699,351,780,123,30
Ron,1145,472,283,83,0,0
Toby,7331,3640,1444,335,242,185
Travis,4568,1276,1160,224,136,221
Lee,0,873,0,206,0,0
Dick,47,13,17,6,0,0
Rod,43,9,9,0,1,0
Bart,702,162,56,108,19,4
Don,19241,9948,4555,1112,89,16
Milo,0,634,0,124,0,0
Howard,20213,7550,1804,2941,32,3
Jon,16409,3520,3856,785,542,790
Tom,353,138,125,13,0,0
Bud,631,247,61,43,0,0
Joe,1187,432,314,84,37,8
Frank,595,171,95,30,19,4
Yaroslav,167,39,16,13,6,0
Kyle,12013,4723,1449,728,339,145
Tony,30,6,7,4,0,0
Len,506,110,144,53,9,10
Andy,0,135,0,14,0,0
Harold,0,165,0,17,0,0
Kosta ,567,224,138,20,12,31
Tom,1911,407,346,99,68,16
Ron,354,109,69,14,0,0
Arvid,45,16,12,3,0,5
Barry,56,27,13,3,0,0
Barry,507,186,100,41,0,0
Joel,4184,1257,916,343,140,62
Steve,2288,1048,310,236,0,0
Dan,0,21,0,7,0,0
Herb,0,13,0,4,0,0
Jim,10661,4128,3177,429,0,0
Wayne,100,30,12,9,2,1
Jim,15,6,3,0,0,0
Tom,3139,1193,603,518,0,0
Tom,493,158,69,87,0,0
Tom,552,193,62,47,20,1
Nenad,7234,2996,1544,267,104,216
Larry,9098,3425,2051,513,264,62
Steve,7897,3114,2146,338,38,28
Leo,0,710,0,201,0,0
Bruce,119,28,23,8,1,1
Frank,2150,1642,521,490,0,0
John,1527,451,141,305,83,3
Ray,0,253,0,38,0,0
Toni,22214,9810,3555,3118,817,290
Kevin,12104,4602,4031,784,252,616
Terry,662,230,75,47,0,0
Mitch,9905,5202,2730,377,164,176
Charles,1589,606,313,108,31,7
Rob,442,157,81,20,14,19
Ibrahim,12,0,1,0,0,0
Reggie,48,24,11,0,0,0
Sam,31873,10303,9687,3754,999,1160
Bob,1200,413,164,137,1,0
Fred,2400,940,474,269,0,0
Edgar,609,234,180,30,0,0
Wendell,7883,3474,2481,621,140,7
Christian,25761,11121,5806,2224,917,673
Raef,14541,5690,3423,606,276,919
Tom,6194,2376,1593,456,94,131
Bill,33956,13790,10400,2184,710,965
Pete,0,0,0,0,0,0
Bo,6871,3976,647,886,300,27
Bo,1165,502,92,177,59,3
John,5564,1688,1493,248,153,172
Maciej,632,215,142,22,8,10
Jeff,3471,1495,437,269,105,14
Jim,16,3,5,0,1,0
Sean,550,203,94,33,7,4
Carl,2176,980,555,60,43,38
Mark,7306,2468,2681,236,124,70
Jerome,3215,1154,1258,322,138,39
Andrew,15345,4433,3519,424,332,1099
Antonio,1395,329,210,50,55,46
Trajan,1736,647,159,152,56,14
Keith,10,2,2,0,0,0
Dan,1254,393,199,39,30,12
James,55,11,11,2,0,3
Bob,32103,19248,9698,3007,777,1100
Stu,15267,6782,1820,1566,121,18
York,703,302,77,94,0,0
Rusty,1564,486,126,152,62,11
Rudy,24487,11507,6936,1556,0,0
John,2132,832,282,99,88,12
Stephane,303,83,53,3,13,22
Dave,2913,1398,905,122,0,0
Dave,1244,506,427,62,0,0
Priest,525,255,143,33,8,26
Rich,57,24,10,3,3,1
Harry,57,13,15,8,0,0
Walt,0,238,0,73,0,0
Tony,0,591,59,63,0,0
Bob,5433,2156,1634,391,0,0
Acie,1425,397,115,199,40,3
Ed,19,12,4,1,1,0
Jason,80,26,27,5,4,4
Dennis,4429,1826,353,699,51,11
Mo,65,19,4,7,0,1
Emanuel,9232,4188,3077,351,0,0
Emanuel,3375,1114,921,120,10,39
Hal,14,4,1,1,0,0
Allen,16248,6684,1164,3339,929,120
Jeff,32,6,4,3,2,0
Eric,5448,1835,1418,211,84,140
Butch,1834,773,137,307,87,1
Clyde,19885,5733,7626,788,80,64
Courtney,1938,646,178,91,76,14
Dave,769,374,187,20,0,0
David,8037,3135,2579,416,213,94
Ed,0,949,118,225,0,0
Dick,2,0,1,0,0,0
Doug,415,168,42,32,17,5
George,5158,2229,1235,258,0,0
Greg,35,6,2,11,2,0
Greg,63,18,3,13,4,0
Keith,2907,1114,861,178,74,110
Kurk,265,66,30,34,11,2
Ron,9586,3285,1219,1688,869,122
Rock,10,2,1,2,0,0
Russell,582,282,114,65,22,3
Hank,0,51,0,4,0,0
Tim,5253,2182,481,402,149,41
George,9077,4245,566,1557,13,4
George,635,213,53,120,0,0
Voshon,15352,6745,1609,1180,424,131
Leary,3633,1179,919,120,0,0
Bob,11632,4204,1217,1427,0,0
Gary,149,44,34,2,4,10
Jim,4222,1210,396,930,169,20
Ronnie,4959,1816,473,1003,187,32
Clifford,127,38,7,8,2,1
Andrew,68,463,9,204,0,0
Lafayette,23814,10433,4523,4696,1666,209
Cliff,16962,5888,4307,752,534,592
Bobby,4303,1481,533,555,0,0
Cedric,4,4,2,0,1,0
Freddie,24038,11660,2661,2883,355,21
Freddie,886,373,91,96,18,2
Fred,0,799,0,132,0,0
Grady,0,750,0,132,0,0
Martin,239,89,35,7,9,5
Mike,10118,4081,4022,1000,0,0
Quincy,1853,567,210,96,59,36
Rashard,26865,13128,4485,1452,888,451
Ralph,672,229,118,29,25,7
Reggie,14676,7902,1938,1153,569,417
Marcus,4568,1942,925,244,189,73
Todd,4240,1870,505,325,179,45
Barry,2168,894,170,301,0,0
Bill,272,126,26,25,8,9
Goose,14560,5560,4720,910,9,9
Steve,67,10,16,5,1,3
Alton,18965,6298,5996,914,351,1473
Gene,11310,4066,1475,1336,157,21
Sam,11,5,1,2,0,0
Randy,2683,773,282,415,121,31
Ron,0,732,297,217,0,0
Shaun,4180,1148,484,718,144,74
Horacio,143,58,36,5,11,8
Bob,2353,1127,220,229,0,0
Chuck,118,66,25,6,0,0
Earl,14477,4682,3609,810,0,0
Lewis,9406,5130,1192,1138,365,133
Scott,5638,1694,1114,356,100,73
Bob,802,232,162,47,0,0
Riney,2205,731,466,143,0,0
Darrell,14,4,3,0,0,0
Ian,2,4,0,0,0,0
Robert,110,30,32,4,3,4
Kevin,2094,875,338,174,67,43
Don,3422,1265,817,216,0,0
Henry,2410,1258,376,244,0,0
Johnny,0,3196,134,783,0,0
Brad,10378,3854,1869,714,307,503
Art,1220,345,319,48,27,42
Grant,28514,9518,6154,1716,1199,366
John,22680,12131,2492,1738,912,180
Luc,12006,4090,2794,836,278,549
Paul,82,35,9,12,0,0
Paul,436,274,57,54,0,0
Willie,5033,2418,1269,209,54,13
Brook,2504,1068,665,86,44,151
Felipe,4147,1448,604,252,161,62
Raul,2135,733,194,428,84,5
Robin,609,189,118,8,11,41
Ryan,672,272,71,101,28,1
Jim,9431,3156,2848,353,0,0
Plummer,638,147,123,43,0,0
Kevin,22308,11575,2254,2803,0,0
Bob,25120,13895,4653,1123,232,56
Kevin,2049,899,734,84,35,50
Clyde,19075,11947,6663,1097,0,0
Stan,3515,1579,929,181,60,33
Chuck,134,45,19,14,0,0
Sidney,3422,562,335,749,191,9
Kyle,3944,1429,470,604,175,39
Al,0,2,0,2,0,0
Jerry,32131,14053,12942,2732,28,24
John,25556,9951,2151,6454,1273,73
John,486,184,41,45,22,0
Maurice,24787,12339,7520,1987,639,538
Maurice,5325,2518,1786,511,164,121
Ted,597,196,166,35,0,0
Tyronn,12564,4710,943,1727,286,10
Jim,367,89,25,35,0,0
Al,0,4,0,0,0,0
Phil,1162,272,82,225,35,3
Ray,2739,2462,391,654,0,0
Rb,39,17,5,0,0,0
George,17674,5109,3901,1121,817,259
Kevin,1143,310,120,108,48,15
Lonnie,779,260,258,43,0,0
Mike,428,126,68,31,0,0
Mike,112,48,25,3,7,1
Ed,18071,11234,4325,2079,0,0
Todd,3437,1369,888,121,61,177
Ronnie,57,8,9,11,0,0
Arvydas,135,44,10,5,7,0
Malcolm,69,32,24,1,0,3
Rudy,2752,1030,464,121,82,30
Johnny,0,823,110,134,0,0
Ollie,2513,916,319,230,85,11
Sam,5027,2011,533,336,164,38
Don,6680,3490,1210,404,118,51
Mark,5018,1685,467,428,349,20
Kyle,14246,5259,1214,2198,631,49
Jack,0,0,0,1,0,0
Tito,35,11,7,5,3,1
Gerald,422,80,26,65,24,1
Mark,5329,975,1157,181,116,102
Norm,0,124,47,22,0,0
Corey,18738,10431,3258,1382,489,127
Dave,56,12,10,2,2,0
Jamaal,13739,4764,4111,376,207,581
Randy,9589,3815,2554,507,0,0
Ian,22,21,5,1,0,4
John,1352,2388,533,539,0,0
Brian,181,58,14,12,0,0
Francis,45,12,9,2,0,0
Rick,25779,7763,6957,1082,633,1006
Dan,30209,10925,4265,2755,1194,360
Renaldo,27,5,2,0,2,0
Lionel,0,258,0,61,0,0
Jeff,29660,17231,2364,2154,577,100
Karl,54852,36928,14967,5248,2085,1145
Matt,7470,2177,500,852,240,14
Moses,45071,27409,16212,1796,1089,1732
Moses,4373,2171,1622,140,110,156
Steve,445,80,86,26,8,6
Mike,861,442,268,48,0,0
Ted,45,12,3,2,1,0
John,0,335,0,88,0,0
Frank,0,5,0,0,0,0
Danny,24205,12367,4615,2063,1000,752
Ed,4013,1418,1264,200,0,0
Ed,6221,2123,1453,294,137,27
Guy,1274,604,353,39,0,0
Pace,2125,660,259,231,107,21
Rich,512,182,94,10,7,8
Nick,755,236,91,92,0,0
Peter,0,234,0,6,0,0
Pete,24316,15948,2747,3563,587,108
Roy,194,55,32,12,7,3
Stephon,31899,16297,2516,6471,1022,121
Sarunas,8123,4631,819,807,459,31
Saul,0,333,0,60,0,0
Jack,24590,12541,4405,1813,155,59
Shawn,28023,13254,7384,1511,1362,976
Damir,171,51,31,6,3,1
Sean,1991,583,438,44,30,79
Harvey,746,225,86,94,0,0
Donyell,25028,10716,6350,1305,789,848
Donny,919,293,121,36,37,5
Eric,851,269,75,90,29,19
Jim,375,119,84,30,0,0
Rawle,605,170,60,23,20,12
Tom,2587,952,492,188,0,0
Vester,174,17,37,4,4,3
Bill,860,397,136,58,30,9
Bob,549,113,119,18,8,34
Brian,21,6,4,0,0,1
Cartier,266,86,33,13,8,4
Cuonzo,32,9,3,3,1,0
Darrick,9167,3525,588,1472,340,22
Don,0,410,0,36,0,0
Donald,0,834,0,73,0,0
Fernando,146,22,28,9,7,1
Jeff,2685,956,290,109,78,47
Kenyon,17810,7741,3887,1140,688,675
Kevin,9345,5222,1116,559,291,36
Larue,3795,1430,1258,203,46,98
Mo,422,204,65,49,19,9
Phil,47,12,10,6,0,0
Ronald,1018,227,158,115,0,0
Slater,21889,7337,2302,3160,0,0
Jamal,22761,11644,3271,2414,632,109
Al,1954,478,205,182,0,0
Anthony,30603,9656,7279,2963,648,244
Desmond,19577,7754,2850,1047,440,229
Roger,5131,1984,470,380,108,42
Tony,12286,4239,2965,266,261,322
Eddie,881,283,265,51,0,0
John,656,173,194,28,0,0
Wes,9305,3654,626,1955,444,81
Ariel,0,2046,141,311,0,0
Marlon,1146,479,363,22,27,51
Jason,4270,1497,971,87,81,222
Cedric,23769,10465,5261,1862,671,433
Vernon,24309,10912,2200,2912,975,152
Lee,10337,2546,642,1767,352,42
Don,6619,3339,1309,389,29,10
Clyde,1000,297,279,40,9,46
Tharon,255,99,16,35,16,2
Bill,54,17,9,1,0,1
Ken,64,37,8,4,0,0
O.J.,3116,1516,308,262,91,13
Scott,8029,3690,1450,610,285,44
Sean,1537,698,411,98,41,40
Travis,2964,1273,233,326,102,14
Matt,0,98,0,29,0,0
Luc Richard,2113,594,487,87,87,45
D.J.,882,250,178,27,26,85
Bob,28327,18787,8048,1951,751,1147
Ken,249,117,31,14,0,0
Bob,2385,739,468,104,80,78
Brendan,331,74,50,65,0,0
Mel,65,22,6,2,3,1
Rashad,5044,2479,507,331,183,61
Andre,1182,392,95,172,37,0
Howie,0,21,0,2,0,0
Johnny,8828,2450,1145,1184,0,0
Kelly,4,4,3,0,0,0
Mike,0,658,0,62,0,0
Walter,10372,3056,1554,670,380,173
Willie,2842,1090,248,304,0,0
Amal,969,204,213,36,24,36
Dwayne,461,157,30,67,38,4
Ted,3487,1058,410,541,183,19
Ted,9196,3611,1217,1368,638,63
Dan,58,18,17,1,0,2
George,17428,6925,2342,1769,593,193
Jack,16,6,3,1,0,0
John,106,14,20,8,0,0
Paul,297,68,34,41,0,0
Keith,9,4,2,1,0,0
Tim,10390,4030,2366,491,139,187
Jelani,3824,1200,921,135,75,193
Chris,12,0,0,0,0,0
Paul,437,160,73,33,6,0
Rodney,24876,9014,5087,2750,585,493
Scooter,892,224,190,74,21,26
John,23,21,4,3,2,0
Clint,71,30,10,7,5,0
Jim,2407,1665,896,106,0,26
Jim,2835,1033,852,182,79,70
Xavier,25201,13606,5312,1775,791,415
Ben,3692,1061,568,236,77,17
Glenn,1493,609,215,99,51,25
Michael,4,0,1,0,0,0
Rod,579,282,197,40,0,0
Hank,1857,600,464,98,34,29
Antonio,25053,11391,6788,1133,703,1028
Jim,10178,4120,820,1462,384,127
Ivan,40,15,11,1,0,0
